345,9.64037,
346,9.64171,
347,9.64019,
348,9.64174,
349,9.64005,
350,9.64182,
351,9.63991,
352,9.64187,
353,9.63976,
354,9.64199,
355,9.63959,
356,9.642,
357,9.63947,
358,9.64207,
359,9.63935,
360,9.64208,
361,9.63923,
362,9.64214,
363,9.63903,
364,9.64219,
365,9.63889,
366,9.64224,
367,9.63875,
368,9.64229,
369,9.63862,
370,9.64233,
371,9.63848,
372,9.64231,
373,9.6383,
374,9.64236,
375,9.63818,
376,9.64241,
377,9.63806,
378,9.6424,
379,9.63788,
380,9.6424,
381,9.63773,
382,9.6424,
383,9.63758,
384,9.64242,
385,9.63746,
386,9.64246,
387,9.63729,
388,9.64243,
389,9.63721,
390,9.64242,
391,9.63706,
392,9.64244,
393,9.6369,
394,9.64247,
395,9.63679,
396,9.64246,
397,9.63658,
398,9.64248,
399,9.63647,
400,9.64243,
401,9.63633,
402,9.64243,
403,9.63621,
404,9.64238,
405,9.63605,
406,9.64242,
407,9.63595,
408,9.64235,
409,9.63587,
410,9.64233,
411,9.63567,
412,9.64232,
413,9.6356,
414,9.64229,
415,9.63553,
416,9.6423,
417,9.63541,
418,9.64227,
419,9.63541,
420,9.6422,
421,9.63548,
422,9.64217,
423,9.6357,
424,9.64213,
425,9.63581,
426,9.64213,
427,9.63601,
428,9.64208,
429,9.63622,
430,9.64201,
431,9.63638,
432,9.642,
433,9.6365,
434,9.64196,
435,9.63668,
436,9.6419,
437,9.63677,
438,9.64189,
439,9.63698,
440,9.64184,
441,9.63708,
442,9.6418,
443,9.63723,
444,9.64173,
445,9.63738,
446,9.6417,
447,9.6375,
448,9.64168,
449,9.6376,
450,9.64163,
451,9.63776,
452,9.64157,
453,9.63788,
454,9.64148,
455,9.63802,
456,9.64146,
457,9.63813,
458,9.64135,
459,9.63823,
460,9.64132,
461,9.63831,
462,9.64127,
463,9.63844,
464,9.64121,
465,9.63851,
466,9.64114,
467,9.63864,
468,9.64108,
469,9.63877,
470,9.64107,
471,9.63887,
472,9.64098,
473,9.63898,
474,9.64089,
475,9.63898,
476,9.64086,
477,9.63908,
478,9.64077,
479,9.63917,
480,9.64075,
481,9.63925,
482,9.64063,
483,9.63932,
484,9.64061,
485,9.6394,
486,9.6405,
487,9.63948,
488,9.64047,
489,9.63956,
490,9.64038,
491,9.63962,
492,9.64036,
493,9.63971,
494,9.64026,
495,9.63979,
496,9.64016,
497,9.63987,
498,9.64008,
499,9.63988,
500,9.64008,
