25,9.64768,
26,9.69684,
27,9.65484,
28,9.68896,
29,9.66033,
30,9.6821,
31,9.66462,
32,9.67599,
33,9.6679,
34,9.67038,
35,9.6702,
36,9.66504,
37,9.67167,
38,9.66009,
39,9.67266,
40,9.65557,
41,9.6733,
42,9.65144,
43,9.67372,
44,9.64764,
45,9.67388,
46,9.64404,
47,9.67369,
48,9.64059,
49,9.67331,
50,9.63736,
51,9.6728,
52,9.63474,
53,9.67217,
54,9.63227,
55,9.67148,
56,9.62998,
57,9.6707,
58,9.62785,
59,9.66983,
60,9.62576,
61,9.66887,
62,9.62453,
63,9.66789,
64,9.62333,
65,9.66686,
66,9.62303,
67,9.66588,
68,9.62447,
69,9.66489,
70,9.62741,
71,9.6639,
72,9.63009,
73,9.66287,
74,9.63249,
75,9.66182,
76,9.63464,
77,9.66076,
78,9.6366,
79,9.65969,
80,9.63837,
81,9.65864,
82,9.64,
83,9.6576,
84,9.64143,
85,9.65658,
86,9.64276,
87,9.65555,
88,9.64396,
89,9.65454,
90,9.64503,
91,9.65353,
92,9.64598,
93,9.6525,
94,9.64684,
95,9.65151,
96,9.64758,
97,9.6505,
98,9.64827,
99,9.64953,
100,9.64887,
101,9.6486,
102,9.64941,
103,9.64763,
104,9.64989,
105,9.64671,
106,9.65031,
107,9.64581,
108,9.65064,
109,9.64489,
110,9.65094,
111,9.64396,
112,9.65121,
113,9.6431,
114,9.65142,
115,9.64224,
116,9.6516,
117,9.64145,
118,9.65171,
119,9.64066,
120,9.65182,
121,9.63988,
122,9.65189,
123,9.63911,
124,9.65194,
125,9.63837,
126,9.65195,
127,9.63767,
128,9.65195,
129,9.63691,
130,9.65189,
131,9.6362,
132,9.6518,
133,9.63553,
134,9.65171,
135,9.63484,
136,9.65161,
137,9.63426,
138,9.6515,
139,9.63365,
140,9.65137,
141,9.63308,
142,9.65117,
143,9.6325,
144,9.65103,
145,9.63205,
146,9.65085,
147,9.63168,
148,9.65066,
149,9.63132,
150,9.65045,
151,9.63137,
152,9.65023,
153,9.63215,
154,9.65,
155,9.63299,
156,9.64974,
157,9.63378,
158,9.64953,
159,9.63453,
160,9.64928,
161,9.63525,
162,9.64899,
163,9.63591,
164,9.64872,
165,9.63656,
166,9.64846,
167,9.63716,
168,9.6482,
169,9.6377,
170,9.6479,
171,9.63827,
172,9.64761,
173,9.6388,
174,9.64735,
175,9.63924,
176,9.64705,
177,9.63972,
178,9.64676,
179,9.64015,
180,9.64648,
181,9.64057,
182,9.64614,
183,9.64093,
184,9.64587,
185,9.6413,
186,9.64555,
187,9.64165,
188,9.64524,
189,9.64194,
190,9.64493,
191,9.64224,
192,9.64462,
193,9.64256,
194,9.64431,
195,9.64282,
196,9.644,
197,9.64303,
198,9.64372,
199,9.64329,
200,9.64343,
201,9.64349,
202,9.64313,
203,9.64368,
204,9.64279,
205,9.64386,
206,9.64252,
207,9.64405,
208,9.64217,
209,9.6442,
210,9.64186,
211,9.64435,
212,9.64154,
213,9.64449,
214,9.64124,
215,9.64463,
216,9.64096,
217,9.64472,
218,9.64066,
219,9.64479,
220,9.64033,
221,9.64488,
222,9.64001,
223,9.64497,
224,9.63973,
225,9.64505,
226,9.63941,
227,9.64512,
228,9.63911,
229,9.64517,
230,9.63878,
231,9.64518,
232,9.63847,
233,9.64521,
234,9.63818,
235,9.64529,
236,9.63787,
237,9.6453,
238,9.63764,
239,9.6453,
240,9.63736,
241,9.64531,
242,9.63703,
243,9.64529,
244,9.63679,
245,9.64527,
246,9.63651,
247,9.64527,
248,9.63621,
249,9.64526,
250,9.6359,
251,9.64522,
252,9.63563,
253,9.64517,
254,9.63541,
255,9.64516,
256,9.63518,
257,9.64511,
258,9.63488,
259,9.64506,
260,9.63468,
261,9.64502,
262,9.63446,
263,9.64494,
264,9.63432,
265,9.64489,
266,9.63414,
267,9.64484,
268,9.63414,
269,9.64479,
270,9.63435,
271,9.6447,
272,9.63468,
273,9.6446,
274,9.63505,
275,9.64454,
276,9.63534,
277,9.64449,
278,9.63568,
279,9.64435,
280,9.63601,
281,9.64429,
282,9.63627,
283,9.64417,
284,9.63659,
285,9.64412,
286,9.63688,
287,9.64403,
288,9.63715,
289,9.64389,
290,9.63737,
291,9.64384,
292,9.63763,
293,9.64368,
294,9.63789,
295,9.64361,
296,9.63812,
297,9.64345,
298,9.63833,
299,9.64334,
300,9.63856,
301,9.64325,
302,9.63876,
303,9.6431,
304,9.63895,
305,9.64299,
306,9.63913,
307,9.64288,
308,9.63934,
309,9.64274,
310,9.63948,
311,9.64261,
312,9.63967,
313,9.64248,
314,9.63986,
315,9.64243,
316,9.63999,
317,9.64223,
318,9.64019,
319,9.64211,
320,9.64031,
321,9.64202,
322,9.64045,
323,9.64185,
324,9.64053,
325,9.64171,
326,9.6407,
327,9.64158,
328,9.64082,
329,9.64149,
330,9.64094,
331,9.64135,
332,9.64104,
333,9.64117,
334,9.64116,
335,9.64102,
336,9.64122,
337,9.64091,
338,9.64133,
339,9.64077,
340,9.6414,
341,9.64066,
342,9.64152,
343,9.64045,
344,9.6416,
